
==========================================================================================
SOFTMAX GOLDEN MODEL -- TEST SUMMARY
==========================================================================================
MSE target  : <= 0.025
Avg MSE     : 1.026383e-04
Max MSE     : 8.580966e-03
Overall     : ALL PASS
==========================================================================================
Test  0 | bin neg_extreme  N=8  LOW      | N= 8 | MSE=1.8891e-04 | MAE=8.6976e-03 | MaxAE=3.3653e-02 | Sum_hw=1.0004 | PASS
Test 857 | rand-807 N=113                 | N=113 | MSE=4.1376e-05 | MAE=6.0549e-04 | MaxAE=6.8377e-02 | Sum_hw=0.9316 | PASS
Test 858 | rand-808 N=223                 | N=223 | MSE=2.3502e-06 | MAE=1.7524e-04 | MaxAE=1.6323e-02 | Sum_hw=0.9609 | PASS
Test 859 | rand-809 N=289                 | N=289 | MSE=8.5497e-07 | MAE=1.2743e-04 | MaxAE=8.7523e-03 | Sum_hw=0.9790 | PASS
Test 860 | rand-810 N=225                 | N=225 | MSE=1.9593e-05 | MAE=3.1630e-04 | MaxAE=6.6345e-02 | Sum_hw=1.0615 | PASS
Test 861 | rand-811 N=12                  | N=12 | MSE=3.9023e-04 | MAE=5.7030e-03 | MaxAE=6.8430e-02 | Sum_hw=0.9316 | PASS
Test 862 | rand-812 N=41                  | N=41 | MSE=1.1423e-04 | MAE=1.6692e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 863 | rand-813 N=454                 | N=454 | MSE=1.0104e-05 | MAE=2.2192e-04 | MaxAE=5.3009e-02 | Sum_hw=1.0053 | PASS
Test 864 | rand-814 N=36                  | N=36 | MSE=1.3004e-04 | MAE=1.9010e-03 | MaxAE=6.8421e-02 | Sum_hw=0.9316 | PASS
Test 865 | rand-815 N=427                 | N=427 | MSE=1.6693e-05 | MAE=2.9672e-04 | MaxAE=7.8367e-02 | Sum_hw=1.0520 | PASS
Test 866 | rand-816 N=308                 | N=308 | MSE=1.2084e-06 | MAE=1.1989e-04 | MaxAE=1.5690e-02 | Sum_hw=0.9631 | PASS
Test 867 | rand-817 N=300                 | N=300 | MSE=8.5298e-06 | MAE=2.6538e-04 | MaxAE=4.8252e-02 | Sum_hw=1.0169 | PASS
Test 868 | rand-818 N=222                 | N=222 | MSE=1.0987e-05 | MAE=3.3887e-04 | MaxAE=4.4539e-02 | Sum_hw=1.0250 | PASS
Test 869 | rand-819 N=67                  | N=67 | MSE=6.9872e-05 | MAE=1.0217e-03 | MaxAE=6.8421e-02 | Sum_hw=0.9315 | PASS
Test 870 | rand-820 N=122                 | N=122 | MSE=1.9012e-05 | MAE=5.7231e-04 | MaxAE=4.6635e-02 | Sum_hw=1.0465 | PASS
Test 871 | rand-821 N=129                 | N=129 | MSE=2.3069e-05 | MAE=4.6119e-04 | MaxAE=5.4404e-02 | Sum_hw=0.9405 | PASS
Test 872 | rand-822 N=454                 | N=454 | MSE=8.8310e-06 | MAE=2.5271e-04 | MaxAE=4.0680e-02 | Sum_hw=0.9666 | PASS
Test 873 | rand-823 N=441                 | N=441 | MSE=5.8125e-07 | MAE=6.1693e-05 | MaxAE=1.4332e-02 | Sum_hw=0.9728 | PASS
Test 874 | rand-824 N=397                 | N=397 | MSE=6.1684e-06 | MAE=1.4778e-04 | MaxAE=4.8451e-02 | Sum_hw=0.9413 | PASS
Test 875 | rand-825 N=165                 | N=165 | MSE=2.7400e-05 | MAE=7.4462e-04 | MaxAE=5.9547e-02 | Sum_hw=1.0385 | PASS
Test 876 | rand-826 N=308                 | N=308 | MSE=1.0638e-05 | MAE=1.9871e-04 | MaxAE=5.7120e-02 | Sum_hw=0.9388 | PASS
Test 877 | rand-827 N=121                 | N=121 | MSE=3.8693e-05 | MAE=5.6558e-04 | MaxAE=6.8424e-02 | Sum_hw=0.9316 | PASS
Test 878 | rand-828 N=230                 | N=230 | MSE=1.0150e-05 | MAE=4.4515e-04 | MaxAE=3.4940e-02 | Sum_hw=0.9233 | PASS
Test 879 | rand-829 N=148                 | N=148 | MSE=5.4921e-05 | MAE=9.6116e-04 | MaxAE=8.0899e-02 | Sum_hw=0.9166 | PASS
Test 880 | rand-830 N=78                  | N=78 | MSE=6.0044e-05 | MAE=8.7738e-04 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 881 | rand-831 N=333                 | N=333 | MSE=1.3561e-05 | MAE=2.0386e-04 | MaxAE=6.7197e-02 | Sum_hw=0.9321 | PASS
Test 882 | rand-832 N=236                 | N=236 | MSE=3.4225e-06 | MAE=2.0061e-04 | MaxAE=2.0690e-02 | Sum_hw=0.9602 | PASS
Test 883 | rand-833 N=318                 | N=318 | MSE=1.3766e-05 | MAE=2.8489e-04 | MaxAE=5.7214e-02 | Sum_hw=1.0238 | PASS
Test 884 | rand-834 N=254                 | N=254 | MSE=3.3483e-05 | MAE=5.8923e-04 | MaxAE=8.3034e-02 | Sum_hw=1.0164 | PASS
Test 885 | rand-835 N=306                 | N=306 | MSE=3.7549e-06 | MAE=2.7035e-04 | MaxAE=2.3178e-02 | Sum_hw=0.9797 | PASS
Test 886 | rand-836 N=252                 | N=252 | MSE=6.8462e-06 | MAE=2.1998e-04 | MaxAE=3.9537e-02 | Sum_hw=0.9446 | PASS
Test 887 | rand-837 N=328                 | N=328 | MSE=3.2026e-06 | MAE=1.3863e-04 | MaxAE=2.9863e-02 | Sum_hw=0.9545 | PASS
Test 888 | rand-838 N=341                 | N=341 | MSE=1.1938e-06 | MAE=1.1032e-04 | MaxAE=1.6247e-02 | Sum_hw=0.9949 | PASS
Test 889 | rand-839 N=424                 | N=424 | MSE=2.0224e-06 | MAE=1.1354e-04 | MaxAE=2.7642e-02 | Sum_hw=1.0101 | PASS
Test 890 | rand-840 N=325                 | N=325 | MSE=7.8483e-06 | MAE=2.6502e-04 | MaxAE=4.7098e-02 | Sum_hw=1.0252 | PASS
Test 891 | rand-841 N=73                  | N=73 | MSE=3.4053e-05 | MAE=8.0537e-04 | MaxAE=4.8859e-02 | Sum_hw=0.9412 | PASS
Test 892 | rand-842 N=463                 | N=463 | MSE=1.7145e-05 | MAE=2.6678e-04 | MaxAE=8.5376e-02 | Sum_hw=1.0473 | PASS
Test 893 | rand-843 N=324                 | N=324 | MSE=1.1069e-05 | MAE=2.5913e-04 | MaxAE=5.5240e-02 | Sum_hw=1.0265 | PASS
Test 894 | rand-844 N=205                 | N=205 | MSE=3.7455e-05 | MAE=1.3131e-03 | MaxAE=5.8811e-02 | Sum_hw=1.2679 | PASS
Test 895 | rand-845 N=182                 | N=182 | MSE=1.3933e-05 | MAE=4.2428e-04 | MaxAE=4.9367e-02 | Sum_hw=1.0215 | PASS
Test 896 | rand-846 N=226                 | N=226 | MSE=1.7055e-05 | MAE=2.9147e-04 | MaxAE=6.2047e-02 | Sum_hw=0.9341 | PASS
Test 897 | rand-847 N=123                 | N=123 | MSE=1.9505e-05 | MAE=4.4375e-04 | MaxAE=4.8616e-02 | Sum_hw=0.9454 | PASS
Test 898 | rand-848 N=133                 | N=133 | MSE=3.4094e-05 | MAE=5.1077e-04 | MaxAE=6.7336e-02 | Sum_hw=0.9321 | PASS
Test 899 | rand-849 N= 8                  | N= 8 | MSE=4.7693e-04 | MAE=8.0643e-03 | MaxAE=6.1706e-02 | Sum_hw=0.9355 | PASS
Test 900 | rand-850 N=110                 | N=110 | MSE=4.2473e-05 | MAE=6.2214e-04 | MaxAE=6.8352e-02 | Sum_hw=0.9316 | PASS
Test 901 | rand-851 N=333                 | N=333 | MSE=8.7225e-06 | MAE=1.2089e-03 | MaxAE=2.2452e-02 | Sum_hw=1.4015 | PASS
Test 902 | rand-852 N=49                  | N=49 | MSE=1.1847e-05 | MAE=6.5980e-04 | MaxAE=2.1544e-02 | Sum_hw=0.9892 | PASS
Test 903 | rand-853 N=294                 | N=294 | MSE=1.1942e-05 | MAE=2.1746e-04 | MaxAE=5.9160e-02 | Sum_hw=0.9361 | PASS
Test 904 | rand-854 N=67                  | N=67 | MSE=6.9488e-05 | MAE=1.0205e-03 | MaxAE=6.8232e-02 | Sum_hw=0.9316 | PASS
Test 905 | rand-855 N=86                  | N=86 | MSE=1.2402e-04 | MAE=1.6551e-03 | MaxAE=8.8824e-02 | Sum_hw=1.0353 | PASS
Test 906 | rand-856 N=495                 | N=495 | MSE=1.8078e-05 | MAE=3.6858e-04 | MaxAE=8.0667e-02 | Sum_hw=1.1754 | PASS
Test 907 | rand-857 N=163                 | N=163 | MSE=3.5637e-06 | MAE=2.1334e-04 | MaxAE=2.2298e-02 | Sum_hw=0.9652 | PASS
Test 908 | rand-858 N=253                 | N=253 | MSE=2.0989e-05 | MAE=3.3839e-04 | MaxAE=7.2190e-02 | Sum_hw=1.0605 | PASS
Test 909 | rand-859 N=462                 | N=462 | MSE=1.4849e-05 | MAE=2.5798e-04 | MaxAE=7.9536e-02 | Sum_hw=1.0399 | PASS
Test 910 | rand-860 N=30                  | N=30 | MSE=1.5611e-04 | MAE=2.2812e-03 | MaxAE=6.8435e-02 | Sum_hw=0.9316 | PASS
Test 911 | rand-861 N=169                 | N=169 | MSE=1.8318e-05 | MAE=5.6919e-04 | MaxAE=3.5279e-02 | Sum_hw=0.9744 | PASS
Test 912 | rand-862 N=66                  | N=66 | MSE=3.2122e-05 | MAE=8.0710e-04 | MaxAE=4.5359e-02 | Sum_hw=0.9467 | PASS
Test 913 | rand-863 N=24                  | N=24 | MSE=8.0510e-05 | MAE=3.5127e-03 | MaxAE=3.0715e-02 | Sum_hw=0.9157 | PASS
Test 914 | rand-864 N=181                 | N=181 | MSE=2.4005e-05 | MAE=4.9933e-04 | MaxAE=5.9907e-02 | Sum_hw=0.9159 | PASS
Test 915 | rand-865 N=228                 | N=228 | MSE=4.1387e-05 | MAE=2.3817e-03 | MaxAE=4.6402e-02 | Sum_hw=1.5424 | PASS
Test 916 | rand-866 N=203                 | N=203 | MSE=6.7348e-06 | MAE=2.7080e-04 | MaxAE=3.2774e-02 | Sum_hw=1.0106 | PASS
Test 917 | rand-867 N=209                 | N=209 | MSE=2.4854e-05 | MAE=6.5214e-04 | MaxAE=6.8213e-02 | Sum_hw=1.1283 | PASS
Test 918 | rand-868 N=252                 | N=252 | MSE=6.5256e-06 | MAE=1.4738e-03 | MaxAE=1.3124e-02 | Sum_hw=1.3714 | PASS
Test 919 | rand-869 N=363                 | N=363 | MSE=1.2498e-06 | MAE=9.9455e-05 | MaxAE=1.6014e-02 | Sum_hw=0.9959 | PASS
Test 920 | rand-870 N=328                 | N=328 | MSE=1.2567e-05 | MAE=3.1530e-04 | MaxAE=5.9588e-02 | Sum_hw=1.0354 | PASS
Test 921 | rand-871 N=486                 | N=486 | MSE=7.5689e-06 | MAE=1.7160e-04 | MaxAE=5.4089e-02 | Sum_hw=1.0248 | PASS
Test 922 | rand-872 N=109                 | N=109 | MSE=4.2879e-05 | MAE=6.2771e-04 | MaxAE=6.8365e-02 | Sum_hw=0.9316 | PASS
Test 923 | rand-873 N=71                  | N=71 | MSE=6.5956e-05 | MAE=9.6388e-04 | MaxAE=6.8431e-02 | Sum_hw=0.9316 | PASS
Test 924 | rand-874 N=169                 | N=169 | MSE=7.4879e-05 | MAE=1.5277e-03 | MaxAE=8.6861e-02 | Sum_hw=1.2577 | PASS
Test 925 | rand-875 N=430                 | N=430 | MSE=1.1410e-05 | MAE=2.7760e-04 | MaxAE=5.0715e-02 | Sum_hw=0.9434 | PASS
Test 926 | rand-876 N=127                 | N=127 | MSE=4.0858e-06 | MAE=3.1887e-04 | MaxAE=2.0190e-02 | Sum_hw=0.9595 | PASS
Test 927 | rand-877 N=144                 | N=144 | MSE=1.8571e-05 | MAE=5.6527e-04 | MaxAE=4.3621e-02 | Sum_hw=1.0058 | PASS
Test 928 | rand-878 N=246                 | N=246 | MSE=3.5282e-05 | MAE=6.6965e-04 | MaxAE=8.7496e-02 | Sum_hw=1.1592 | PASS
Test 929 | rand-879 N=484                 | N=484 | MSE=9.1603e-06 | MAE=1.8649e-04 | MaxAE=6.4479e-02 | Sum_hw=1.0387 | PASS
Test 930 | rand-880 N=44                  | N=44 | MSE=1.0357e-04 | MAE=1.5446e-03 | MaxAE=6.7506e-02 | Sum_hw=0.9320 | PASS
Test 931 | rand-881 N= 5                  | N= 5 | MSE=9.3669e-04 | MAE=1.3687e-02 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 932 | rand-882 N=269                 | N=269 | MSE=4.6900e-06 | MAE=2.5751e-04 | MaxAE=2.4088e-02 | Sum_hw=0.9763 | PASS
Test 933 | rand-883 N=37                  | N=37 | MSE=2.2840e-04 | MAE=3.3987e-03 | MaxAE=7.9439e-02 | Sum_hw=1.0331 | PASS
Test 934 | rand-884 N=216                 | N=216 | MSE=4.7933e-05 | MAE=8.8306e-04 | MaxAE=8.7115e-02 | Sum_hw=1.1898 | PASS
Test 935 | rand-885 N=390                 | N=390 | MSE=8.4766e-06 | MAE=2.2355e-04 | MaxAE=4.5880e-02 | Sum_hw=1.0046 | PASS
Test 936 | rand-886 N=484                 | N=484 | MSE=6.1032e-07 | MAE=6.4314e-05 | MaxAE=1.2582e-02 | Sum_hw=0.9689 | PASS
Test 937 | rand-887 N=272                 | N=272 | MSE=1.6118e-05 | MAE=3.9271e-04 | MaxAE=4.9675e-02 | Sum_hw=0.9992 | PASS
Test 938 | rand-888 N=493                 | N=493 | MSE=1.1143e-05 | MAE=2.7767e-04 | MaxAE=6.7084e-02 | Sum_hw=1.1160 | PASS
Test 939 | rand-889 N=242                 | N=242 | MSE=6.8156e-06 | MAE=3.6627e-04 | MaxAE=2.4321e-02 | Sum_hw=0.9114 | PASS
Test 940 | rand-890 N=331                 | N=331 | MSE=1.5007e-05 | MAE=3.0787e-04 | MaxAE=6.5503e-02 | Sum_hw=1.0374 | PASS
Test 941 | rand-891 N=256                 | N=256 | MSE=1.8077e-06 | MAE=1.3489e-04 | MaxAE=1.8538e-02 | Sum_hw=0.9655 | PASS
Test 942 | rand-892 N=154                 | N=154 | MSE=4.6402e-06 | MAE=2.4632e-04 | MaxAE=2.4509e-02 | Sum_hw=0.9621 | PASS
Test 943 | rand-893 N=377                 | N=377 | MSE=1.1967e-06 | MAE=7.9896e-05 | MaxAE=2.0330e-02 | Sum_hw=0.9699 | PASS
Test 944 | rand-894 N=426                 | N=426 | MSE=1.5172e-06 | MAE=1.3815e-04 | MaxAE=1.6431e-02 | Sum_hw=0.9435 | PASS
Test 945 | rand-895 N=337                 | N=337 | MSE=2.4924e-05 | MAE=3.4578e-04 | MaxAE=9.0898e-02 | Sum_hw=1.0655 | PASS
Test 946 | rand-896 N=127                 | N=127 | MSE=4.4161e-05 | MAE=8.2010e-04 | MaxAE=6.1728e-02 | Sum_hw=1.0193 | PASS
Test 947 | rand-897 N=144                 | N=144 | MSE=3.2502e-05 | MAE=4.7535e-04 | MaxAE=6.8412e-02 | Sum_hw=0.9315 | PASS
Test 948 | rand-898 N=386                 | N=386 | MSE=7.6020e-06 | MAE=2.0144e-04 | MaxAE=3.8748e-02 | Sum_hw=0.9979 | PASS
Test 949 | rand-899 N=37                  | N=37 | MSE=1.2654e-04 | MAE=1.8496e-03 | MaxAE=6.8426e-02 | Sum_hw=0.9316 | PASS
Test 950 | rand-900 N= 8                  | N= 8 | MSE=1.9263e-04 | MAE=6.5572e-03 | MaxAE=3.8154e-02 | Sum_hw=1.0238 | PASS
Test 951 | rand-901 N=264                 | N=264 | MSE=4.7457e-06 | MAE=1.5221e-04 | MaxAE=3.5107e-02 | Sum_hw=1.0390 | PASS
Test 952 | rand-902 N=449                 | N=449 | MSE=1.1155e-05 | MAE=2.1308e-04 | MaxAE=6.7756e-02 | Sum_hw=1.0398 | PASS
Test 953 | rand-903 N=446                 | N=446 | MSE=4.3154e-07 | MAE=1.9439e-04 | MaxAE=8.0376e-03 | Sum_hw=1.0430 | PASS
Test 954 | rand-904 N=305                 | N=305 | MSE=8.3753e-06 | MAE=2.7102e-04 | MaxAE=4.8672e-02 | Sum_hw=1.0365 | PASS
Test 955 | rand-905 N=337                 | N=337 | MSE=3.4777e-06 | MAE=2.8804e-04 | MaxAE=2.1329e-02 | Sum_hw=0.9456 | PASS
Test 956 | rand-906 N=47                  | N=47 | MSE=9.9648e-05 | MAE=1.4561e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 957 | rand-907 N=469                 | N=469 | MSE=6.8452e-06 | MAE=1.2994e-04 | MaxAE=5.6546e-02 | Sum_hw=0.9391 | PASS
Test 958 | rand-908 N=189                 | N=189 | MSE=3.8578e-05 | MAE=6.3578e-04 | MaxAE=6.6764e-02 | Sum_hw=1.0134 | PASS
Test 959 | rand-909 N=74                  | N=74 | MSE=6.3290e-05 | MAE=9.2481e-04 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 960 | rand-910 N=347                 | N=347 | MSE=2.5086e-05 | MAE=3.8298e-04 | MaxAE=8.7844e-02 | Sum_hw=1.0435 | PASS
Test 961 | rand-911 N=188                 | N=188 | MSE=1.7644e-05 | MAE=4.1522e-04 | MaxAE=5.3269e-02 | Sum_hw=0.9220 | PASS
Test 962 | rand-912 N=10                  | N=10 | MSE=4.6804e-04 | MAE=6.8451e-03 | MaxAE=6.8414e-02 | Sum_hw=0.9315 | PASS
Test 963 | rand-913 N=107                 | N=107 | MSE=4.3466e-05 | MAE=6.3887e-04 | MaxAE=6.8197e-02 | Sum_hw=0.9316 | PASS
Test 964 | rand-914 N=417                 | N=417 | MSE=1.0674e-05 | MAE=1.6228e-04 | MaxAE=6.6715e-02 | Sum_hw=0.9323 | PASS
Test 965 | rand-915 N=307                 | N=307 | MSE=1.4112e-05 | MAE=3.0814e-04 | MaxAE=6.1100e-02 | Sum_hw=1.0276 | PASS
Test 966 | rand-916 N=259                 | N=259 | MSE=1.5419e-05 | MAE=2.5416e-04 | MaxAE=6.3174e-02 | Sum_hw=0.9342 | PASS
Test 967 | rand-917 N=380                 | N=380 | MSE=9.9530e-06 | MAE=2.3957e-04 | MaxAE=5.5530e-02 | Sum_hw=0.9595 | PASS
Test 968 | rand-918 N=371                 | N=371 | MSE=1.7162e-05 | MAE=3.2730e-04 | MaxAE=7.4531e-02 | Sum_hw=1.0276 | PASS
Test 969 | rand-919 N=326                 | N=326 | MSE=1.0809e-05 | MAE=2.8343e-04 | MaxAE=5.1143e-02 | Sum_hw=1.0099 | PASS
Test 970 | rand-920 N=91                  | N=91 | MSE=5.1370e-05 | MAE=7.5187e-04 | MaxAE=6.8372e-02 | Sum_hw=0.9316 | PASS
Test 971 | rand-921 N=27                  | N=27 | MSE=1.7346e-04 | MAE=2.5347e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 972 | rand-922 N=106                 | N=106 | MSE=4.2239e-05 | MAE=6.3986e-04 | MaxAE=6.6907e-02 | Sum_hw=0.9322 | PASS
Test 973 | rand-923 N=51                  | N=51 | MSE=1.5722e-05 | MAE=1.5819e-03 | MaxAE=2.0424e-02 | Sum_hw=0.9928 | PASS
Test 974 | rand-924 N=140                 | N=140 | MSE=1.2361e-05 | MAE=3.3218e-04 | MaxAE=4.1335e-02 | Sum_hw=1.0362 | PASS
Test 975 | rand-925 N=231                 | N=231 | MSE=1.9590e-05 | MAE=2.9388e-04 | MaxAE=6.7269e-02 | Sum_hw=0.9321 | PASS
Test 976 | rand-926 N=20                  | N=20 | MSE=2.3417e-04 | MAE=3.4218e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 977 | rand-927 N=429                 | N=429 | MSE=1.4705e-05 | MAE=2.7362e-04 | MaxAE=6.6720e-02 | Sum_hw=1.0178 | PASS
Test 978 | rand-928 N=126                 | N=126 | MSE=1.6852e-05 | MAE=8.9716e-04 | MaxAE=3.6072e-02 | Sum_hw=1.0540 | PASS
Test 979 | rand-929 N=284                 | N=284 | MSE=1.3991e-05 | MAE=3.2303e-04 | MaxAE=5.3842e-02 | Sum_hw=1.0159 | PASS
Test 980 | rand-930 N=300                 | N=300 | MSE=3.6526e-05 | MAE=4.8348e-04 | MaxAE=9.1313e-02 | Sum_hw=1.0376 | PASS
Test 981 | rand-931 N=383                 | N=383 | MSE=5.4274e-06 | MAE=2.1899e-04 | MaxAE=3.6513e-02 | Sum_hw=0.9683 | PASS
Test 982 | rand-932 N=116                 | N=116 | MSE=1.8747e-05 | MAE=6.8983e-04 | MaxAE=3.1870e-02 | Sum_hw=0.9837 | PASS
Test 983 | rand-933 N=192                 | N=192 | MSE=6.6730e-06 | MAE=2.1977e-04 | MaxAE=3.5405e-02 | Sum_hw=1.0388 | PASS
Test 984 | rand-934 N=123                 | N=123 | MSE=9.5628e-05 | MAE=1.2710e-03 | MaxAE=9.8103e-02 | Sum_hw=1.0399 | PASS
Test 985 | rand-935 N=162                 | N=162 | MSE=1.0687e-05 | MAE=5.0187e-04 | MaxAE=3.4615e-02 | Sum_hw=0.9451 | PASS
Test 986 | rand-936 N=203                 | N=203 | MSE=4.3319e-05 | MAE=6.5583e-04 | MaxAE=7.0809e-02 | Sum_hw=1.0085 | PASS
Test 987 | rand-937 N=215                 | N=215 | MSE=3.6101e-05 | MAE=5.6350e-04 | MaxAE=7.8673e-02 | Sum_hw=1.0362 | PASS
Test 988 | rand-938 N=491                 | N=491 | MSE=4.4713e-07 | MAE=5.8176e-05 | MaxAE=9.1969e-03 | Sum_hw=0.9714 | PASS
Test 989 | rand-939 N=497                 | N=497 | MSE=3.0716e-06 | MAE=1.2967e-04 | MaxAE=3.6052e-02 | Sum_hw=1.0077 | PASS
Test 990 | rand-940 N=431                 | N=431 | MSE=1.3129e-05 | MAE=3.2798e-04 | MaxAE=6.7585e-02 | Sum_hw=1.1090 | PASS
Test 991 | rand-941 N=222                 | N=222 | MSE=4.9197e-06 | MAE=2.4722e-04 | MaxAE=2.8365e-02 | Sum_hw=1.0018 | PASS
Test 992 | rand-942 N=457                 | N=457 | MSE=1.5535e-06 | MAE=6.3973e-05 | MaxAE=2.6588e-02 | Sum_hw=0.9708 | PASS
Test 993 | rand-943 N=259                 | N=259 | MSE=2.3755e-05 | MAE=4.8834e-04 | MaxAE=7.6332e-02 | Sum_hw=1.0262 | PASS
Test 994 | rand-944 N=138                 | N=138 | MSE=3.3923e-05 | MAE=4.9602e-04 | MaxAE=6.8420e-02 | Sum_hw=0.9315 | PASS
Test 995 | rand-945 N=15                  | N=15 | MSE=3.1223e-04 | MAE=4.5624e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 996 | rand-946 N=193                 | N=193 | MSE=1.2450e-05 | MAE=3.8913e-04 | MaxAE=4.4379e-02 | Sum_hw=1.0137 | PASS
Test 997 | rand-947 N=263                 | N=263 | MSE=8.2542e-06 | MAE=4.1445e-04 | MaxAE=4.1217e-02 | Sum_hw=1.0198 | PASS
Test 998 | rand-948 N=76                  | N=76 | MSE=8.7087e-05 | MAE=1.4987e-03 | MaxAE=7.0402e-02 | Sum_hw=0.9676 | PASS
Test 999 | rand-949 N=335                 | N=335 | MSE=1.3827e-05 | MAE=2.0397e-04 | MaxAE=6.8059e-02 | Sum_hw=0.9317 | PASS
Test 1000 | rand-950 N=446                 | N=446 | MSE=1.0085e-05 | MAE=2.2280e-04 | MaxAE=6.4922e-02 | Sum_hw=1.0655 | PASS
Test 1001 | rand-951 N=418                 | N=418 | MSE=9.6532e-06 | MAE=2.8508e-04 | MaxAE=5.4843e-02 | Sum_hw=0.9905 | PASS
Test 1002 | rand-952 N=80                  | N=80 | MSE=3.6851e-05 | MAE=8.9197e-04 | MaxAE=5.0319e-02 | Sum_hw=1.0293 | PASS
Test 1003 | rand-953 N=426                 | N=426 | MSE=9.8244e-06 | MAE=2.0293e-04 | MaxAE=6.1298e-02 | Sum_hw=1.0361 | PASS
Test 1004 | rand-954 N=312                 | N=312 | MSE=9.5151e-06 | MAE=1.9215e-04 | MaxAE=5.4281e-02 | Sum_hw=0.9400 | PASS
Test 1005 | rand-955 N=171                 | N=171 | MSE=2.5987e-05 | MAE=6.8629e-04 | MaxAE=5.5091e-02 | Sum_hw=1.0288 | PASS
Test 1006 | rand-956 N=150                 | N=150 | MSE=4.7938e-05 | MAE=8.5071e-04 | MaxAE=7.7040e-02 | Sum_hw=1.0265 | PASS
Test 1007 | rand-957 N= 4                  | N= 4 | MSE=1.1709e-03 | MAE=1.7109e-02 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 1008 | rand-958 N=118                 | N=118 | MSE=2.0276e-05 | MAE=5.4788e-04 | MaxAE=4.4906e-02 | Sum_hw=1.0252 | PASS
Test 1009 | rand-959 N=138                 | N=138 | MSE=3.1553e-05 | MAE=4.8773e-04 | MaxAE=6.5977e-02 | Sum_hw=0.9327 | PASS
Test 1010 | rand-960 N=164                 | N=164 | MSE=2.8549e-05 | MAE=4.1729e-04 | MaxAE=6.8426e-02 | Sum_hw=0.9316 | PASS
Test 1011 | rand-961 N=65                  | N=65 | MSE=6.9339e-05 | MAE=1.0442e-03 | MaxAE=6.7130e-02 | Sum_hw=0.9321 | PASS
Test 1012 | rand-962 N=212                 | N=212 | MSE=6.8619e-06 | MAE=2.4995e-04 | MaxAE=3.7285e-02 | Sum_hw=0.9558 | PASS
Test 1013 | rand-963 N=394                 | N=394 | MSE=1.5067e-05 | MAE=6.0717e-04 | MaxAE=5.4904e-02 | Sum_hw=1.2389 | PASS
Test 1014 | rand-964 N=26                  | N=26 | MSE=1.7751e-04 | MAE=2.6233e-03 | MaxAE=6.7935e-02 | Sum_hw=0.9318 | PASS
Test 1015 | rand-965 N=123                 | N=123 | MSE=3.1543e-05 | MAE=7.0946e-04 | MaxAE=5.4999e-02 | Sum_hw=1.0227 | PASS
Test 1016 | rand-966 N=471                 | N=471 | MSE=3.6115e-06 | MAE=1.8852e-04 | MaxAE=2.7982e-02 | Sum_hw=0.9678 | PASS
Test 1017 | rand-967 N=381                 | N=381 | MSE=3.0664e-06 | MAE=2.0649e-04 | MaxAE=2.8573e-02 | Sum_hw=0.9959 | PASS
Test 1018 | rand-968 N=397                 | N=397 | MSE=9.0201e-06 | MAE=2.0350e-04 | MaxAE=5.6661e-02 | Sum_hw=1.0389 | PASS
Test 1019 | rand-969 N=410                 | N=410 | MSE=7.6312e-06 | MAE=1.7402e-04 | MaxAE=5.5313e-02 | Sum_hw=1.0393 | PASS
Test 1020 | rand-970 N=317                 | N=317 | MSE=1.7687e-05 | MAE=6.5000e-04 | MaxAE=5.8221e-02 | Sum_hw=1.2008 | PASS
Test 1021 | rand-971 N=292                 | N=292 | MSE=1.0265e-05 | MAE=3.5806e-04 | MaxAE=4.7807e-02 | Sum_hw=1.0657 | PASS
Test 1022 | rand-972 N=300                 | N=300 | MSE=1.4863e-05 | MAE=3.1813e-04 | MaxAE=5.7515e-02 | Sum_hw=1.0196 | PASS
Test 1023 | rand-973 N=269                 | N=269 | MSE=3.4401e-06 | MAE=1.4327e-04 | MaxAE=2.8882e-02 | Sum_hw=1.0192 | PASS
Test 1024 | rand-974 N=27                  | N=27 | MSE=1.7346e-04 | MAE=2.5347e-03 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 1025 | rand-975 N=121                 | N=121 | MSE=3.6148e-05 | MAE=5.5726e-04 | MaxAE=6.6131e-02 | Sum_hw=0.9326 | PASS
Test 1026 | rand-976 N=75                  | N=75 | MSE=2.3448e-05 | MAE=1.0094e-03 | MaxAE=3.7199e-02 | Sum_hw=1.0022 | PASS
Test 1027 | rand-977 N=399                 | N=399 | MSE=9.3342e-06 | MAE=2.4157e-04 | MaxAE=5.8546e-02 | Sum_hw=1.0513 | PASS
Test 1028 | rand-978 N=443                 | N=443 | MSE=2.5647e-06 | MAE=2.1671e-04 | MaxAE=1.9602e-02 | Sum_hw=0.9314 | PASS
